SEQENCE_ID                     TM SP PREDICTION
cgd2_2270-RA-p1                 1  Y n3-11c15/16o31-50i
cgd2_2280-RA-p1                 0  0 o
cgd2_2290-RA-p1                 1  0 o183-205i
cgd2_230-RA-p1                  2  0 i228-248o1338-1355i
cgd2_2300-RA-p1                 0  0 o
cgd2_2310-RA-p1                 0  0 o
cgd2_2320-RA-p1                 1  0 o1659-1681i
cgd2_2330-RA-p1                 0  0 o
cgd2_2340-RA-p1                 0  0 o
cgd2_2350-RA-p1                 0  0 o
cgd2_2360-RA-p1                 3  0 o900-917i1302-1321o1759-1779i
cgd2_2370-RA-p1                 0  0 o
cgd2_2380-RA-p1                 0  0 o
cgd2_2390-RA-p1                 8  0 i28-51o57-79i91-109o121-139i151-172o178-202i266-288o294-322i
cgd2_240-RA-p1                  0  0 o
cgd2_2400-RA-p1                10  0 i70-92o98-120i343-361o367-388i1088-1109o1115-1136i1166-1186o1192-1210i1222-1241o1253-1276i
cgd2_2410-RA-p1                 2  0 i88-108o120-139i
cgd2_2420-RA-p1                 0  0 o
cgd2_2430-RA-p1                 0  0 o
cgd2_2440-RA-p1                 0  0 o
cgd2_2450-RA-p1                 0  Y n9-20c24/25o
cgd2_2460-RA-p1                 0  0 o
cgd2_2470-RA-p1                 1  0 i26-46o
cgd2_2480-RA-p1                 0  0 o
cgd2_2490-RA-p1                 2  0 i229-250o270-293i
cgd2_250-RA-p1                  0  0 o
cgd2_2500-RA-p1                 0  0 o
cgd2_2510-RA-p1                 0  Y n4-14c18/19o
cgd2_2520-RA-p1                 0  0 o
cgd2_2523-RA-p1                 0  Y n6-14c19/20o
cgd2_2530-RA-p1                 0  Y n6-16c24/25o
cgd2_2533-RA-p1                 0  0 o
cgd2_2540-RA-p1                 0  0 o
cgd2_2550-RA-p1                 0  Y n6-17c22/23o
cgd2_2560-RA-p1                 1  0 i12-30o
cgd2_2570-RA-p1                 0  Y n5-16c20/21o
cgd2_2580-RA-p1                 0  Y n10-19c23/24o
cgd2_2590-RA-p1                 0  0 o
cgd2_260-RA-p1                  0  0 o
cgd2_2600-RA-p1                 1  0 i7-25o
cgd2_2610-RA-p1                 0  Y n22-33c45/46o
cgd2_2620-RA-p1                 0  0 o
cgd2_2630-RA-p1                11  0 i21-41o61-86i181-202o230-248i255-277o303-327i347-367o409-429i513-531o543-568i620-640o
cgd2_2640-RA-p1                 0  0 o
cgd2_2650-RA-p1                 3  0 o6-22i43-58o388-407i
cgd2_2660-RA-p1                10  0 i56-77o89-112i133-156o162-182i189-205o225-245i266-286o306-326i333-351o357-376i
cgd2_2670-RA-p1                10  0 i51-74o86-108i129-151o157-178i185-201o213-237i283-301o313-333i345-363o369-389i
cgd2_2680-RA-p1                13  0 o15-35i67-86o106-124i275-293o299-318i523-543o549-572i1084-1104o1116-1140i1219-1242o1281-1300i1312-1332o1380-1402i
cgd2_2690-RA-p1                 0  0 o
cgd2_270-RA-p1                  0  0 o
cgd2_2700-RA-p1                 0  0 o
cgd2_2710-RA-p1                 1  0 i351-371o
cgd2_2720-RA-p1                 0  0 o
cgd2_2730-RA-p1                 0  0 o
cgd2_2740-RA-p1                 0  0 o
cgd2_2750-RA-p1                 0  0 o
cgd2_2760-RA-p1                 0  0 o
cgd2_2770-RA-p1                 0  0 o
cgd2_2780-RA-p1                 0  0 o
cgd2_2790-RA-p1                 0  0 o
cgd2_280-RA-p1                  0  0 o
cgd2_2800-RA-p1                 0  0 i
cgd2_2810-RA-p1                 0  0 o
cgd2_2820-RA-p1                 0  0 o
cgd2_2830-RA-p1                 0  0 o
cgd2_2840-RA-p1                 0  0 o
cgd2_2850-RA-p1                 0  Y n5-12c17/18o
cgd2_2860-RA-p1                 0  0 o
cgd2_2870-RA-p1                 0  0 o
cgd2_2880-RA-p1                 0  0 o
cgd2_2890-RA-p1                 0  0 o
cgd2_290-RA-p1                  0  0 o
cgd2_2900-RA-p1                 0  0 o
cgd2_2910-RA-p1                 0  0 o
cgd2_2920-RA-p1                 8  0 i54-71o77-95i107-129o141-162i174-192o204-224i236-256o268-292i
cgd2_2930-RA-p1                 0  0 o
cgd2_2940-RA-p1                 0  0 o
cgd2_2950-RA-p1                 1  0 o1950-1968i
cgd2_2960-RA-p1                 0  0 o
cgd2_2970-RA-p1                 0  0 o
cgd2_2980-RA-p1                 0  0 o
cgd2_30-RA-p1                   0  Y n3-13c23/24o
cgd2_300-RA-p1                  0  0 o
cgd2_3000-RA-p1                 0  0 o
cgd2_3010-RA-p1                 0  0 o
cgd2_3020-RA-p1                 0  0 o
cgd2_3030-RA-p1                 0  Y n7-18c23/24o
cgd2_3040-RA-p1                 0  0 o
cgd2_3050-RA-p1                 0  0 o
cgd2_3060-RA-p1                 0  Y n5-16c20/21o
cgd2_3070-RA-p1                 0  0 o
cgd2_3080-RA-p1                 1  Y n11-22c27/28o364-385i
cgd2_3090-RA-p1                 0  Y n4-15c20/21o
cgd2_310-RA-p1                 11  0 o33-56i77-97o103-124i131-149o169-189i198-218o291-310i322-340o352-371i383-405o425-446i
cgd2_3100-RA-p1                12  0 i21-40o52-75i96-115o148-168i203-222o228-248i260-278o310-333i345-365o377-397i426-448o468-496i
cgd2_3110-RA-p1                 0  Y n4-14c19/20o
cgd2_3120-RA-p1                 1  0 i41-64o
cgd2_3130-RA-p1                 1  0 o399-417i
cgd2_3140-RA-p1                 0  Y n7-18c30/31o
cgd2_3150-RA-p1                 0  0 o
cgd2_3160-RA-p1                 0  0 o
cgd2_3170-RA-p1                 0  0 o
cgd2_3180-RA-p1                 0  0 o
cgd2_3190-RA-p1                 0  0 o
cgd2_320-RA-p1                  0  0 o
cgd2_3200-RA-p1                 0  0 o
cgd2_3210-RA-p1                 0  Y n10-18c23/24o
cgd2_3220-RA-p1                 0  0 o
cgd2_3230-RA-p1                 0  Y n2-13c21/22o
cgd2_3240-RA-p1                 0  0 o
cgd2_3250-RA-p1                 0  0 o
cgd2_3260-RA-p1                 0  0 o
cgd2_3270-RA-p1                 0  Y n4-15c20/21o
cgd2_3280-RA-p1                 3  0 o6-28i49-72o84-108i
cgd2_3290-RA-p1                 0  Y n7-18c23/24o
cgd2_330-RA-p1                  0  0 o
cgd2_3300-RA-p1                 0  0 o
cgd2_3310-RA-p1                 1  0 o440-460i
cgd2_3320-RA-p1                 0  Y n16-27c32/33o
cgd2_3330-RA-p1                 0  Y n8-23c28/29o
cgd2_3340-RA-p1                 2  0 o500-524i564-582o
cgd2_3350-RA-p1                 0  0 o
cgd2_3360-RA-p1                 0  Y n4-16c21/22o
cgd2_3370-RA-p1                 0  0 o
cgd2_3380-RA-p1                 0  0 o
cgd2_3390-RA-p1                 0  0 o
cgd2_340-RA-p1                  0  Y n7-18c23/24o
cgd2_3400-RA-p1                 0  0 o
cgd2_3403-RA-p1                 0  0 o
cgd2_3410-RA-p1                 0  0 o
cgd2_3420-RA-p1                 0  0 o
cgd2_3430-RA-p1                 0  0 o
cgd2_3440-RA-p1                 3  0 o221-239i562-579o1459-1477i
cgd2_3450-RA-p1                 0  0 o
cgd2_3460-RA-p1                 0  0 o
cgd2_3470-RA-p1                 3  Y n10-21c26/27o284-302i309-324o330-348i
cgd2_3480-RA-p1                 4  0 i12-33o530-553i573-597o617-640i
cgd2_3490-RA-p1                 0  0 o
cgd2_350-RA-p1                  0  0 i
cgd2_3500-RA-p1                 2  0 o6-25i645-668o
cgd2_3510-RA-p1                 0  0 o
cgd2_3520-RA-p1                 0  Y n5-16c20/21o
cgd2_3530-RA-p1                 0  Y n4-15c27/28o
cgd2_3540-RA-p1                 2  0 o1270-1287i1294-1315o
cgd2_3550-RA-p1                 0  0 o
cgd2_3560-RA-p1                 8  0 i41-59o65-82i102-125o145-163i197-220o226-247i295-318o378-407i
cgd2_3570-RA-p1                 0  0 o
cgd2_3580-RA-p1                 0  0 o
cgd2_3590-RA-p1                 4  0 o5977-5996i6419-6435o6455-6475i6491-6516o
cgd2_360-RA-p1                  0  0 o
cgd2_3600-RA-p1                 0  0 o
cgd2_3610-RA-p1                 0  0 o
cgd2_3620-RA-p1                 0  0 o
cgd2_3630-RA-p1                 0  0 o
cgd2_3640-RA-p1                 0  0 o
cgd2_3650-RA-p1                 0  0 o
cgd2_3660-RA-p1                 1  Y n5-16c20/21o443-467i
cgd2_3670-RA-p1                 0  0 o
cgd2_3680-RA-p1                 0  0 o
cgd2_3690-RA-p1                 6  0 o264-287i712-730o1935-1952i2765-2785o2791-2809i3098-3118o
cgd2_370-RA-p1                  0  0 o
cgd2_3700-RA-p1                 0  0 o
cgd2_3710-RA-p1                 0  0 o
cgd2_3720-RA-p1                 0  0 o
cgd2_3730-RA-p1                 0  Y n6-17c23/24o
cgd2_3740-RA-p1                 0  Y n7-18c25/26o
cgd2_3750-RA-p1                 1  0 o630-649i
cgd2_3760-RA-p1                 0  0 o
cgd2_3770-RA-p1                 1  0 i276-294o
cgd2_3780-RA-p1                 0  Y n5-14c19/20o
cgd2_3790-RA-p1                 0  Y n4-15c23/24o
cgd2_380-RA-p1                  2  0 i61-81o87-109i
cgd2_3800-RA-p1                 0  0 o
cgd2_3810-RA-p1                 0  0 o
cgd2_3820-RA-p1                 1  0 o23-46i
cgd2_3830-RA-p1                 0  0 o
cgd2_3840-RA-p1                 1  0 o116-135i
cgd2_3850-RA-p1                 0  0 o
cgd2_3860-RA-p1                 0  0 o
cgd2_3870-RA-p1                15  0 o100-126i147-169o175-192i287-307o313-332i344-369o435-456i463-481o493-513i1146-1171o1191-1213i1225-1248o1288-1308i1386-1406o1426-1448i
cgd2_3880-RA-p1                 0  0 o
cgd2_3890-RA-p1                 0  0 o
cgd2_390-RA-p1                  0  Y n9-20c25/26o
cgd2_3900-RA-p1                 0  0 o
cgd2_3910-RA-p1                 0  0 o
cgd2_3913-RA-p1                 0  Y n5-15c20/21o
cgd2_3920-RA-p1                 0  0 o
cgd2_3930-RA-p1                 0  0 o
cgd2_3940-RA-p1                 0  0 o
cgd2_3950-RA-p1                 0  0 o
cgd2_3960-RA-p1                 0  0 o
cgd2_3970-RA-p1                 0  0 o
cgd2_3980-RA-p1                 0  0 o
cgd2_3990-RA-p1                 0  Y n6-20c25/26o
cgd2_40-RA-p1                   0  0 o
cgd2_400-RA-p1                  1  0 o6-24i
cgd2_4000-RA-p1                 3  0 o12-41i61-81o93-117i
cgd2_4010-RA-p1                 0  0 o
cgd2_4020-RA-p1                 1  0 i7-24o
cgd2_4030-RA-p1                 0  0 o
cgd2_4040-RA-p1                 1  0 o1251-1269i
cgd2_4050-RA-p1                 3  0 o6-29i36-55o61-82i
cgd2_4060-RA-p1                12  0 i42-64o84-104i125-143o155-174i253-272o278-296i308-329o335-362i614-631o637-660i681-709o715-734i
cgd2_4070-RA-p1                 0  0 o
cgd2_4080-RA-p1                 0  0 o
cgd2_4090-RA-p1                 0  0 o
cgd2_410-RA-p1                  0  Y n6-16c20/21o
cgd2_4100-RA-p1                 2  0 i12-36o56-76i
cgd2_4103-RA-p1                 0  0 i
cgd2_4110-RA-p1                 0  0 o
cgd2_4120-RA-p1                 0  0 o
cgd2_4130-RA-p1                 0  0 o
cgd2_4140-RA-p1                 3  0 o20-37i89-108o114-132i
cgd2_4150-RA-p1                 0  0 o
cgd2_4160-RA-p1                 0  0 o
cgd2_4170-RA-p1                 2  0 i51-72o84-105i
cgd2_4180-RA-p1                 0  0 o
cgd2_4190-RA-p1                 0  0 o
cgd2_420-RA-p1                  0  Y n3-14c19/20o
cgd2_4200-RA-p1                 7  0 o6-25i37-57o77-99i183-205o221-245i257-279o299-318i
cgd2_4210-RA-p1                 0  0 o
cgd2_4220-RA-p1                 0  0 o
cgd2_4230-RA-p1                 0  0 o
cgd2_4240-RA-p1                13  0 o16-36i72-92o112-132i285-305o477-496i517-536o542-563i1221-1243o1255-1277i1298-1316o1354-1372i1384-1403o1456-1474i
cgd2_4250-RA-p1                 0  0 o
cgd2_4260-RA-p1                 0  0 o
cgd2_4270-RA-p1                 0  Y n9-16c21/22o
cgd2_4280-RA-p1                 0  0 o
cgd2_4290-RA-p1                 0  0 o
cgd2_430-RA-p1                  0  Y n3-14c19/20o
cgd2_4300-RA-p1                 0  0 o
cgd2_4310-RA-p1                 0  0 o
cgd2_4320-RA-p1                 0  Y n3-14c22/23o
cgd2_4330-RA-p1                 0  0 o
cgd2_4340-RA-p1                 0  0 o
cgd2_4350-RA-p1                12  0 i110-131o438-459i471-492o498-520i541-560o572-595i836-861o1051-1069i1076-1096o1102-1121i1142-1163o1169-1197i
cgd2_4360-RA-p1                 0  0 o
cgd2_4370-RA-p1                 0  Y n4-12c16/17o
cgd2_4380-RA-p1                 1  0 i7-26o
cgd2_440-RA-p1                  1  0 o6-24i
cgd2_450-RA-p1                  0  Y n8-18c23/24o
cgd2_470-RA-p1                  0  0 o
cgd2_480-RA-p1                  0  0 o
cgd2_490-RA-p1                  0  Y n9-20c25/26o
cgd2_50-RA-p1                   0  0 o
cgd2_500-RA-p1                  0  0 o
cgd2_510-RA-p1                  0  0 o
cgd2_520-RA-p1                  0  Y n14-22c27/28o
cgd2_530-RA-p1                  0  0 o
cgd2_540-RA-p1                  6  0 o285-302i330-355o419-442i449-471o483-503i524-542o
cgd2_550-RA-p1                  7  0 o6-27i47-64o70-93i105-122o128-148i160-181o187-210i
cgd2_560-RA-p1                  4  0 i178-195o201-221i650-669o2049-2066i
cgd2_570-RA-p1                  0  0 o
cgd2_580-RA-p1                  2  0 o723-742i1229-1249o
cgd2_590-RA-p1                  9  0 o27-48i60-84o135-156i163-181o201-222i234-253o273-294i301-319o325-343i
cgd2_60-RA-p1                  13  0 o65-86i98-115o121-143i236-255o267-291i363-389o395-413i876-901o921-940i996-1017o1023-1040i1105-1125o1131-1152i
cgd2_600-RA-p1                  0  0 o
cgd2_610-RA-p1                  0  0 o
cgd2_620-RA-p1                  1  0 o63-85i
cgd2_630-RA-p1                  3  0 o102-126i138-157o169-190i
cgd2_640-RA-p1                  1  Y n4-15c23/24o314-336i
cgd2_650-RA-p1                  1  0 i105-127o
cgd2_660-RA-p1                  3  0 o6-28i251-270o345-365i
cgd2_670-RA-p1                  8  0 i24-40o52-75i125-146o152-173i185-209o235-256i263-284o304-322i
cgd2_680-RA-p1                  0  0 o
cgd2_690-RA-p1                  0  0 o
cgd2_70-RA-p1                  11  0 i89-109o115-135i227-249o261-282i348-367o954-979i1000-1025o1045-1063i1075-1094o1100-1119i1195-1214o
cgd2_700-RA-p1                  0  0 o
cgd2_710-RA-p1                  0  0 o
cgd2_720-RA-p1                  0  0 i
cgd2_730-RA-p1                  0  0 o
cgd2_740-RA-p1                  0  0 i
cgd2_750-RA-p1                  0  0 o
cgd2_760-RA-p1                  0  0 o
cgd2_770-RA-p1                  0  0 o
cgd2_773-RA-p1                  0  0 o
cgd2_780-RA-p1                  0  0 o
cgd2_790-RA-p1                  0  Y n21-31c36/37o
cgd2_80-RA-p1                  13  0 i102-124o136-153i225-246o258-278i331-357o838-856i877-898o918-937i949-971o977-995i1007-1028o1061-1083i1090-1112o
cgd2_800-RA-p1                 10  0 i198-218o224-246i258-280o286-305i370-387o393-419i440-460o466-486i506-529o565-587i
cgd2_810-RA-p1                  0  0 o
cgd2_820-RA-p1                  0  0 o
cgd2_830-RA-p1                  4  0 i54-76o82-100i150-171o177-195i
cgd2_840-RA-p1                  2  0 i12-32o52-72i
cgd2_850-RA-p1                  0  Y n9-20c27/28o
cgd2_860-RA-p1                  0  0 o
cgd2_870-RA-p1                  0  0 o
cgd2_880-RA-p1                  0  0 o
cgd2_883-RA-p1                  0  0 o
cgd2_890-RA-p1                  4  0 i64-82o97-125i132-153o159-178i
cgd2_90-RA-p1                  11  0 i86-115o135-151i236-257o269-290i345-369o381-401i945-963o994-1013i1069-1087o1093-1112i1124-1144o
cgd2_900-RA-p1                  0  0 o
cgd2_910-RA-p1                  0  0 o
cgd2_920-RA-p1                  0  0 o
cgd2_930-RA-p1                  0  0 o
cgd2_940-RA-p1                  1  Y n5-18c26/27o1040-1062i
cgd2_950-RA-p1                  0  0 o
cgd2_960-RA-p1                  0  0 o
cgd2_970-RA-p1                  0  0 o
cgd2_980-RA-p1                  0  0 o
cgd2_990-RA-p1                  0  0 o
Cgd3_2720-RA-p1                 0  0 o
Cgd3_4320-RA-p1                 0  0 o
cgd3_10-RA-p1                   0  Y n5-20c24/25o
cgd3_100-RA-p1                  1  0 i7-26o
cgd3_1000-RA-p1                 4  0 i27-47o59-83i95-117o139-163i
cgd3_1010-RA-p1                 3  0 o126-147i159-178o231-250i
cgd3_1020-RA-p1                 0  0 o
cgd3_1030-RA-p1                 0  0 o
cgd3_1040-RA-p1                 0  0 o
cgd3_1050-RA-p1                 0  0 o
cgd3_1060-RA-p1                 0  0 o
cgd3_1073-RA-p1                 2  0 o14-32i202-226o
cgd3_1090-RA-p1                 0  0 i
cgd3_110-RA-p1                  1  0 o265-287i
cgd3_1100-RA-p1                 0  0 o
cgd3_1110-RA-p1                22  0 i73-88o94-120i300-320o355-377i1830-1850o1870-1891i1912-1932o1952-1971i1978-2000o2020-2039i2087-2107o2127-2150i2476-2496o2508-2528i2540-2570o2576-2595i2602-2621o3252-3272i3284-3307o3365-3385i3421-3441o3447-3464i
cgd3_1120-RA-p1                 0  0 o
cgd3_1130-RA-p1                 1  0 o6-22i
cgd3_1140-RA-p1                 0  Y n6-16c20/21o
cgd3_1150-RA-p1                 1  0 o6-26i
cgd3_1160-RA-p1                 1  0 i7-25o
cgd3_1170-RA-p1                 0  Y n5-13c21/22o
cgd3_1173-RA-p1                 0  0 o
cgd3_1180-RA-p1                 2  0 o1347-1366i2785-2805o
cgd3_120-RA-p1                  0  0 o
cgd3_1200-RA-p1                 0  0 o
cgd3_1210-RA-p1                 4  0 o12-34i68-89o95-114i121-144o
cgd3_1220-RA-p1                 0  0 o
cgd3_1230-RA-p1                 0  0 o
cgd3_1240-RA-p1                 0  0 o
cgd3_1250-RA-p1                 0  0 o
cgd3_1260-RA-p1                 0  0 o
cgd3_1270-RA-p1                 0  0 i
cgd3_1280-RA-p1                 0  0 o
cgd3_1290-RA-p1                 0  0 o
cgd3_130-RA-p1                  0  0 o
cgd3_1300-RA-p1                 0  0 o
cgd3_1310-RA-p1                 1  0 i102-121o
cgd3_1320-RA-p1                 0  0 o
cgd3_1330-RA-p1                 0  Y n6-17c23/24o
cgd3_1340-RA-p1                 0  0 o
cgd3_1350-RA-p1                 2  0 o705-724i745-766o
cgd3_1360-RA-p1                 0  0 o
cgd3_1370-RA-p1                 1  0 o469-487i
cgd3_1380-RA-p1                 1  0 o302-323i
cgd3_1383-RA-p1                 0  0 o
cgd3_1390-RA-p1                 0  0 o
cgd3_140-RA-p1                  2  0 i221-240o1321-1345i
cgd3_1400-RA-p1                 0  0 o
cgd3_1410-RA-p1                 0  0 o
cgd3_1420-RA-p1                 1  Y n11-21c26/27o53-71i
cgd3_1430-RA-p1                 0  0 o
cgd3_1440-RA-p1                 0  0 i
cgd3_1450-RA-p1                 0  0 o
cgd3_1460-RA-p1                 0  0 o
cgd3_1470-RA-p1                 0  0 o
cgd3_1480-RA-p1                 0  Y n28-38c43/44o
cgd3_1490-RA-p1                 0  0 o
cgd3_150-RA-p1                  0  0 o
cgd3_1500-RA-p1                 0  0 o
cgd3_1510-RA-p1                 0  0 o
cgd3_1520-RA-p1                 1  0 o569-588i
cgd3_1530-RA-p1                 0  0 o
cgd3_1540-RA-p1                 0  Y n6-15c20/21o
cgd3_1550-RA-p1                 0  0 o
cgd3_1560-RA-p1                 0  0 o
cgd3_1570-RA-p1                 0  0 o
cgd3_1580-RA-p1                 0  0 o
cgd3_1590-RA-p1                 0  0 o
cgd3_160-RA-p1                  0  0 o
cgd3_1600-RA-p1                 4  0 i36-57o99-120i132-151o213-235i
cgd3_1610-RA-p1                 0  0 o
cgd3_1620-RA-p1                 0  0 o
cgd3_1630-RA-p1                 0  0 o
cgd3_1640-RA-p1                 6  0 i59-87o107-128i241-263o295-313i325-352o386-408i
cgd3_1650-RA-p1                 0  0 o
cgd3_1660-RA-p1                 1  0 o6-23i
cgd3_1680-RA-p1                 0  0 o
cgd3_1690-RA-p1                 1  Y n4-15c22/23o225-242i
cgd3_170-RA-p1                  0  0 o
cgd3_1700-RA-p1                 1  Y n5-16c20/21o491-508i
cgd3_1710-RA-p1                 0  Y n4-15c19/20o
cgd3_1720-RA-p1                 1  0 i12-32o
cgd3_1730-RA-p1                 0  Y n10-18c22/23o
cgd3_1740-RA-p1                 3  0 o7-25i169-189o209-226i
cgd3_1750-RA-p1                 0  Y n2-12c16/17o
cgd3_1760-RA-p1                 0  Y n7-17c21/22o
